id	model_id	date_created	target_result	sample_id_deprecating	source_id	source_origin	llm_prompt_tokens	llm_completion_tokens	llm_finish_reason
71	gpt3.5_en_nan01_poj	20231005	Chū-tīng, bû kóng-chi̍t ê téng-ūi, iánn-tōng ê chhòng-chē, chit-má ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i kāi-chiáⁿ ê chhòng-chē, i	71	71	wiki	199	2048	length
72	gpt3.5_en_nan01_poj	20231005	Tâi-uân ê tē-hūi, iûnn-tio̍h ê lâng kám-ji̍t kóng "Tâi-oân-gí" bô "Hō-ló-oē" ê. Chit-ê sī tio̍h iáu-tī, iûnn-tio̍h ê Tâi-oân-gí kap Hō-ló-oē ê Hō-kín-gí sī jī-bōng ê gí-giân, bô kóng-tōng ê. I chiú ê chóng-iōng sī:	72	72	wiki	111	139	stop
73	gpt3.5_en_nan01_poj	20231005	Tâi-oân-gí ū hōe-sèng lâi-ánn tsi̍t-ê tōng-àn, tōng-àn sī Jī-pún ê jī-tián.	73	73	wiki	75	52	stop
74	gpt3.5_en_nan01_poj	20231005	Hok-kiàn gú-gí tio̍h Tâi-oân ê chōe-siáⁿ lí ê. Tâi-oân gú-gí tī chit-ê kè-sū tī chhut-siáⁿ, kóng-hōe kah Hok-kiàn ê gú-gí bô tī chhut-siáⁿ ê chú-iàu.	74	74	wiki	93	97	stop
75	gpt3.5_en_nan01_poj	20231005	Kóng-tn̂g tī Tâi-oân ê kū-lio̍k kàu-chèng, tio̍h-ê tōng-sò͘ sī tī-ūi ê lāi-āu, tī ê chū-iàu tī Tâi-oân ê chū-iàu, tī ê Chhîn-á ê Chhîn-á; chiat-ê Tâi-oân ê Tâi-oân, chhia̍h-tī Chhîn-á.	75	75	wiki	108	129	stop
76	gpt3.5_en_nan01_poj	20231005	Hok-kiàn ê chhut-sòaⁿ	76	76	wiki	67	14	stop
77	gpt3.5_en_nan01_poj	20231005	Pronunciation: Pheng-chiánn	77	77	wiki	63	10	stop
78	gpt3.5_en_nan01_poj	20231005	Hokkien ê chhut-siáu góa-siáu kám-siōng ūi-tī chōng-àn ê gí-giân, iáu-sī Hokkien kóng-àn ūi-tī Middle Chinese ê gí-giân chhut-siáu kám-siōng ê jīm-siánn, chiah-á hōo kóng-àn ūi-tī Old Chinese ê 19 chhut-siáu. Kóng-àn Hokkien ê chhut-siáu, chit-ê chhut-siáu chhut-siáu kám-siōng, kāu 15 chhut-siáu kám-siōng kóng-àn ê chhut-siáu, chiah-á i kóng-àn ūi-tī modern Mandarin ê 15 chhut-siáu.	78	78	wiki	157	221	stop
79	gpt3.5_en_nan01_poj	20231005	Tsi̍t ê chóng-iú ōe Lóng-chiáng:	79	79	wiki	66	22	stop
80	gpt3.5_en_nan01_poj	20231005	Hō-ló-oē ê kāng-chèng kap bôe-á ê ōe-tōng, bôe-á ê ōe-tōng chit-êng chēng-chiáⁿ ūi-tīng ōe-tōng ê chheng-chhì, tio̍h ê sī chit-êng chit-êng chheng-chhì ūi-tīng ōe-tōng ê chheng-chhì, tsi̍t-tsi̍t tio̍h ê sī chit-êng chit-êng chheng-chhì ūi-tīng ōe-tōng ê chheng-chhì.	80	80	wiki	103	170	stop
81	gpt3.5_en_nan01_poj	20231005	I Hokkien, nasal and non-nasal sounds are carefully differentiated, for instance, the character "飛" is pronounced "hui", "蓬" is pronounced "phang", "吠" is pronounced "hui", and "微" is pronounced "bui".	81	81	wiki	101	62	stop
82	gpt3.5_en_nan01_poj	20231005	Lâiân-ê Hok-kiàn gíng-á ê chhut-siông kám-á hōo lâi Old Chinese ê chhut-siông chit-ê kám-á, chit-ê sī "ti", "chháu", kap "têng" ê chú-iàu.	82	82	wiki	96	78	stop
83	gpt3.5_en_nan01_poj	20231005	Hō-ló-oē tī Hok-kiàn ê tshut-siáⁿ tōng-àn Old Chinese ê tshut-siáⁿ tāi-á ê tōng-àn, chit-ê sī "唇" ê chùn, "振" ê chìn, "召" ê chiàu, kap "注" ê chù.	83	83	wiki	100	90	stop
84	gpt3.5_en_nan01_poj	20231005	Iuⁿ-ji̍t ê ngó͘-gí, góa tio̍h tshóng-tshóng lâi tīng lâi Hokkien ê pún-siōng. Góa tio̍h tshóng-tshóng kóng kāng-á ê Hokkien, bô kāng-á ê Hanzi. Góa tio̍h tshóng-tshóng tēng-á ê Hokkien, bô tēng-á ê Eng-bûn.	84	84	wiki	64	130	stop
85	gpt3.5_en_nan01_poj	20231005	Hō-ló-oē ê iáu-hōng kóng-chheng chit-ê Gí-giân pún-ūi. Liáu-tio̍h iáu-hōng, Hō-ló oē-sī chheng-chiu li̍t ê Gí-giân ê iáu-sòaⁿ, mā-tio̍h iáu-sòaⁿ, chú-iáu-sòaⁿ, chhut-iáu-sòaⁿ.	85	85	wiki	107	121	stop
86	gpt3.5_en_nan01_poj	20231005	Guān-tōng tōng-siāng ê tōng-hêng, "hêng, hiâng, tshut, tshap" ê tōng-hêng kong-siáu ū tōng-tīng tī Hok-kiàn. Chiang-chiu-oa ê tōng-siōng ū chhit-tok tōng-hêng: "ōe hêng, ōe hiâng, ōe tshut, ōe tshap, hiâng hêng, hiâng tshut, hiâng tshap", kā Qun-chiu-oa ê tōng-siōng ū chit-tok tshut-tshut tōng-hêng.	86	86	wiki	133	177	stop
87	gpt3.5_en_nan01_poj	20231005	詞彙 (Chú-uē)	87	87	wiki	61	10	stop
88	gpt3.5_en_nan01_poj	20231005	Hokkien ê siáu-gí bô iánn-ūi kóng-hoat ê tōng-àn, lí kóng "Mā-á kàu, khut khut kàu", kóng "khut" tio̍h-ūi tōng-àn ê gí-giân. Chit-ê lúi, "Chheng-ê jîn-ūi, chhut-ê mā bô tōa, tāng lâng tsai tio̍h tōa." Gú-gí "sann-kak", "háu-kháu", "á-pái", "pîng-pái", "gûn-tōa", "ôa-á" sī Tông-Sòng lúi ê siáu-gí.	88	88	wiki	180	193	stop
89	gpt3.5_en_nan01_poj	20231005	Hokkien vocabulary ê chi̍t-ê te̍k-chiáⁿ sī iōng-chi̍t ê tōng-àn khu-hōaⁿ, tōng-àn ê tōng-àn, chit-ê sī "ló-ló", "tō", "khiáⁿ", "tīⁿ", kap "khang-khái".	89	89	wiki	105	95	stop
90	gpt3.5_en_nan01_poj	20231005	Chōng-sûi ê Han-jī ê chhòe-ia̍h	90	90	wiki	66	20	stop
91	gpt3.5_en_nan01_poj	20231005	"In terms of the written language in all Chinese languages, Hokkien is relatively complete. "Writing" means the "spoken script system" or "phonetic notation system". "Literature" stands for "literary language" or "vernacular language". The "phonetic notation system" and "literary language" of Hokkien can be considered two relatively independent systems. The mode of operation of these two systems is a very complete language phenomenon. The written language in Hokkien can be roughly divided into:

1. Phonetic Notation System (Kàu-hōe-sṳ): This system uses Pe̍h-ōe-jī (POJ) script to represent the sounds of Hokkien. It is a phonetic transcription system that allows speakers to write Hokkien using Roman letters. This system is widely used in dictionaries, textbooks, and other educational materials.

2. Literary Language (Bûn-hōe): This system uses Hokkien vocabulary and grammar to write in a more formal and literary style. It is often used in literature, poetry, and formal written communication. The literary language of Hokkien has a rich history and is influenced by classical Chinese literature.

Both the phonetic notation system and literary language are important aspects of the written language in Hokkien. They serve different purposes and cater to different needs of Hokkien speakers."	91	91	wiki	164	283	stop
92	gpt3.5_en_nan01_poj	20231005	Chōng-iú ê kóng-ho̍k ê tōng-siāⁿ	92	92	wiki	67	23	stop
93	gpt3.5_en_nan01_poj	20231005	Hokkien ê si̍t-giân lō͘-sòe sī khòaⁿ-chiàu Tiong-kok-gí lūi-ha̍k kap kū-tiú Hokkien-gí. Tī chit-ê si̍t-giân lâi-keng, Hokkien-gí ê si̍t-giân kóng-khoàu ū gū-tiú kū-tiú ê tōng-su, chia̍h-á ê "ka-cháu" (tì-sòe), "ka-cho̍ah" (tì-chhá), "ka-lēng" (tì-lēng), "tō͘-kâu" (tì-chhut), "tō͘-ún" (tì-chhut), "káu-hiā" (tì-hiá), "ka-lún-sún" (tì-pō), "phah-kha-chhiùⁿ" (tì-thau), "tio̍h-ka-cha̍k" (tì-thiah).	93	93	wiki	215	261	stop
94	gpt3.5_en_nan01_poj	20231005	"Loan Words
Chhè-tiāu-jīn"	94	94	wiki	61	13	stop
95	gpt3.5_en_nan01_poj	20231005	Tang-kiû ê tāi-ki ê, Chôan-chiu kóng chhut "tāi-tōa káng-khóng" ê, jīn-chiáu chhut tōa-tī Quanzhou ê Bái-hái Sûn-lō͘-tōa ê chhiaⁿ-khí. Chit-má, Hok-kiàn gú-ji̍p hō͘ Middle East, India lâi ê gí-giân, Southeast Asia ê gí-giân. Chhiaⁿ-khí chhut tōa-tī ê lâng-ha̍k kóng chhut chhut hō͘ Hok-kiàn, chhut tōa-tī ê gí-giân, chhut tōa-tī ê chhù-chhong. Lí thiaⁿ-tio̍h "sat-bûn", "pa-sat", "chi-ku-la̍t", "chu-lu̍t", "phia̍t-á", "tōng-kak", "si̍p-pán-á", "ba̍k-thâu", "àu-sài", "te̍k-sî", "pa-sū", "má-tih", "gō͘-kha-kī", "ka-po̍k / ka-pò͘-mî", "ko-pi" kap iah.	95	95	wiki	276	338	stop
96	gpt3.5_en_nan01_poj	20231005	Tâi-oân ê Tâi-gí ū chi̍t-ê tōa-sòe ê hōan-iōng, iáu ê iōng-siáⁿ sī Jī-pún ê, chit-ê pō͘-tō͘-bái, khí-bô-chih, chu-ná-mih, tò-sàng, sa-sí-mih. Chē-siáⁿ ê gí-giân kah Phi-lî-pin gí-giân kap iáu ê hōan-iōng gí-giân tio̍h-khì.	96	96	wiki	145	144	stop
97	gpt3.5_en_nan01_poj	20231005	"Tone system
Tōng-sòaⁿ"	97	97	wiki	62	12	stop
98	gpt3.5_en_nan01_poj	20231005	Chit-ê gí-giân ū iōng ê tńg-sò͘. Tān-tio̍h, m̄-koh ê gí-giân tńg-sò͘ tio̍h kám-put ê, kám-put khó͘-khó͘ tio̍h lí-hó. Ū ê gí-giân tńg-sò͘ khó͘-khó͘ ê, sī Hok-kiàn.	98	98	wiki	105	117	stop
99	gpt3.5_en_nan01_poj	20231005	Tē-hōe kàu-kok ê chú-iàu iánn-tōng "hōe-ji̍t chú-iàu". Ū tī-ūi ê lâng tio̍h-kàu hōe-ji̍t chú-iàu tī chi̍t-gú ê gí-giân pōe-si̍t, iāu tī-ūi ê lâng ū chi̍t-ê lâi-kok.	99	99	wiki	94	118	stop
100	gpt3.5_en_nan01_poj	20231005	Tâi-oân ê iā-sū-jiāu kàu-hōe, iû ê gí-giân kau ê Hok-kiàn ê hōa-ji̍t-ji̍t-sòaⁿ (chhòng-tōng chē ''Pe̍h-ōe-jī'' or POJ) sī chi̍t ê iū-ji̍t ê.	100	100	wiki	104	95	stop
101	gpt3.5_en_nan01_poj	20231005	Using the Pe̍h-ōe-jī system for phonetic transcription	101	101	wiki	75	16	stop
102	gpt3.5_en_nan01_poj	20231005	Tē-hōe ê gí-giân-lūn, Pe̍h-ōe-jī ê chú-jiân gōa-siánn ê lú-khòa, bô kóng bô-ji̍p ê chú-jiân, kāi-ūi lâi-khì ê chú-jiân lâi-sī bô-hōo ê. Láu-hōe Pe̍h-ōe-jī ê chú-jiân chhùi-tīng chú-jiân ê chú-ji̍p, sī iáu-sī iáu ê Lô-má-jī ê chú-ji̍p.	102	102	wiki	153	162	stop
103	gpt3.5_en_nan01_poj	20231005	Tâi-uân-lâng ê Hō-ló-oē-jī (POJ) ê pún-hōe	103	103	wiki	67	27	stop
104	gpt3.5_en_nan01_poj	20231005	Tâi-oân ê Tâi-gí bûn-ha̍k tē-khuànn-lio̍k 64 siánn-á (Yun Un-gian, Tiuⁿ Ha̍k-khiam, 1999), iánn-á ē koh-oē 8 kúi. Ū siōng Chheng-êng, Chheng-êng Kip, Hàn-giân, tīng-kok ê bûn-ha̍k tē-khuànn-lio̍k, chit-ê kóng-tōng ê bûn-ha̍k tē-khuànn-lio̍k sī Lô-má-jī. Bē thong-ī ê bûn-ha̍k tē-khuànn-lio̍k iánn-á m̄-koh-ū chit-ê kong-siáng ê tē-khuànn-lio̍k. Iánn-á ē thong-ī ê sī Tai-lo, Pe̍h-ōe-jī (Church Romanization), TLPA, kap Tongyong Pinyin.	104	104	wiki	183	272	stop
105	gpt3.5_en_nan01_poj	20231005	Bīn-chek	105	105	wiki	60	5	stop
106	gpt3.5_en_nan01_poj	20231005	Pe̍h-ōe-jī: Chit-ê Pe̍h-ōe-jī kóng-tio̍k, khuànn-tio̍k lâi khì Pe̍h-ōe-jī ê gí-giân.	106	106	wiki	84	62	stop
107	gpt3.5_en_nan01_poj	20231005	TLPA (Tâi-uân-ōe-jī, iáu-tō-gō "Tâi-lô")	107	107	wiki	78	28	stop
108	gpt3.5_en_nan01_poj	20231005	1991 nî 8 goe̍h 17 ji̍t, Ang Ui-jin, Tiuⁿ Jū-hong, Táng Tiong-su koh-kài Tâi-oân-gí Gú-hōe. Tō-āi ê Pe̍h-ōe-jī ê êng-gí-ha̍k, Tâi-oân-gí Gú-hōe tio̍h-siáu it-ê Tâi-oân ê êng-gí ê Phông-im Jī-bé, iāu-koh "Tâi-oân ê Phông-im Jī-bé".	108	108	wiki	139	145	stop
109	gpt3.5_en_nan01_poj	20231005	"The rationale for proposing TLPA is:

Tē-hūn ê kàu-chèng sī:"	109	109	wiki	67	23	stop
110	gpt3.5_en_nan01_poj	20231005	(1) Tâi-oân ê hôa-gí ê hōng-hoat sī chi̍t-ê kám-pō͘-tō͘, iān-tōng-ê jīn-kháu kóng-ho̍k ê Tâi-oân-gí ê kàu-hōe.	110	110	wiki	81	80	stop
111	gpt3.5_en_nan01_poj	20231005	(2) Pe̍h-ōe-jī beh kóng-tōng ê tēng-ê tōng-àn kap tōa-siann.	111	111	wiki	80	38	stop
112	gpt3.5_en_nan01_poj	20231005	"TLPA: The major difference between TLPA and POJ is the romanization system used. TLPA stands for Taiwanese Language Phonetic Alphabet, which is a romanization system specifically designed for the Taiwanese Hokkien dialect. It was developed in the 1980s and is based on the International Phonetic Alphabet (IPA). TLPA aims to accurately represent the sounds of Taiwanese Hokkien, including its tones and phonetic distinctions.

POJ: The major difference between TLPA and POJ is the romanization system used. POJ stands for Pe̍h-ōe-jī, which is a widely used romanization system for Hokkien. It was developed in the 19th century by Western missionaries and is based on the Latin alphabet. POJ aims to represent the sounds of Hokkien in a way that is easy for non-native speakers to learn and use. It does not include tone markings, but relies on context and familiarity with the language to determine the correct tone."	112	112	wiki	70	200	stop
113	gpt3.5_en_nan01_poj	20231005	TLPA, iáu ê thâu-kiāⁿ tī Tâi-oân ê Hok-kiàn, tī TLPA kap POJ ê chōng-êng, kah chēng-sī tīng-bêng, chit-ê kóng-iông.	113	113	wiki	105	67	stop
114	gpt3.5_en_nan01_poj	20231005	Chōng-tōng ê hōe-chiáu	114	114	wiki	62	14	stop
115	gpt3.5_en_nan01_poj	20231005	Hokkien ê hōa-bûn ê pīng-im sòaⁿ-chi̍t kāng-ōe ê pīng-im.	115	115	wiki	70	38	stop
116	gpt3.5_en_nan01_poj	20231005	在福建的福建話中，發音非常接近福建話羅馬字拼音，通常稱為Pe̍h-ōe-jī。這種現象使得理解福建話羅馬字拼音更加容易。然而，目前在福建，雖然仍有一些人使用福建話羅馬字拼音，但學習它的人越來越少。	116	116	wiki	139	127	stop
117	gpt3.5_en_nan01_poj	20231005	Tiong-kok ê Hān-gí Jī-tián Sû-hōe, chit-ê kong Chú-siā ê Gí-giân Jī-tián Sû-hōe: Ē-jīm-mn̂g Da̍k-ha̍k ê Kok-bô Sû-hōe-tīng Tēng-siān ê Gú-siā ê "Tiong-kok-gí Hōa-gí Sû-hōe" 1982 nî tōa-tián. Chit-ê kong ê Sû-hōe chit-ê chhut-chhòng kám-hōe ê Gú-gí, lóng-sī chit-ê "Tiong-kok ê Hān-gí Jī-tián Sû-hōe". Chit-ê kám-hōe chhut-chhòng chū-iū chōe-ê ê chham-chiáⁿ, chit-ê chhut-chhòng kám-hōe iān-tōng Tiong-kok ê gí-giân kèng-hōe ê chhòng-chēng.	117	117	wiki	153	270	stop
118	gpt3.5_en_nan01_poj	20231005	Tīng tio̍h Tiong-kok ê Hok-kiàn ê hōng-gí, kong-ha̍k ê chhù-iōng, kóng-ha̍k ê chhù-iōng ê chú-iōng-chú sī guó-jīn ê guó-mín yin-fu.	118	118	wiki	90	80	stop
119	gpt3.5_en_nan01_poj	20231005	文學與寫作 (bûn-ha̍k ê siá-chok)	119	119	wiki	63	23	stop
120	gpt3.5_en_nan01_poj	20231005	Chháu-chiáⁿ ê Hok-kiàn chóng-sú	120	120	wiki	64	19	stop
121	gpt3.5_en_nan01_poj	20231005	Chit-ê Tiong-kok ê chhut-siāⁿ ê iāu-hōe tōng-sī chhut-siāⁿ lāi-á ê, chit-ê sī Kù-sì-kau ê chhùi-gí, huòe chit-ê sī Pū-tō-kau ê chhùi-gí; tōa-tiàm khòaⁿ Tn̂g-kiàn, Sòng-kiàn ê ūn-tōng, koh koh-chèng tōng-sī ê chhut-siāⁿ. Tī Bîng-kiàn, Khiunn-khiàn ê jîn-lâi, chit-ê seng-siōng ê Hoa-kiàn ūn-tōng, iáu-siáⁿ sī Sòng-kiàn ê Chôa-chiu, Chhiûⁿ-chiu khu-hōe ê chhut-siāⁿ. Tān-tio̍h, tio̍h-chiò, m̄-sī tōng-sī jīn-lâi ê Hok-kiàn chhut-siāⁿ sī chit-ê hō͘-sī ê chhut-siāⁿ.	121	121	wiki	189	305	stop
122	gpt3.5_en_nan01_poj	20231005	I ê káng-ōe ê Hok-kiàn sióng-siáu, chit-ê khuànn-chhù, chit-ê chhòa, kap chit-ê gōa-siáng, khì-lâi Tshuan-chiu kap Chiang-chiu khu-hōe.	122	122	wiki	91	76	stop
123	gpt3.5_en_nan01_poj	20231005	"20th Century ê Hokkien literature development
20 sè-kí ê Hokkien bûn-hōe kai-hoat"	123	123	wiki	68	30	stop
124	gpt3.5_en_nan01_poj	20231005	Chit-ê 20 sè-kí ê gōa-tāu, lāi-tiong ê zhèng-fu kap hōe-sèng ê kāi-kok, Hok-kiàn-gí ê siáu-chòe iōng-tōng bōe-chiáu. Tī-ūi chit-ê Tâi-oân ê siāng-iông, iā hōo-siáng tīng-chiáu chit-ê "guái-siáng kap súi-súi ê Tâi-oân gí" bô-á-khì Tâi-oân ê gú-gí kap gú-siáng. Tāi-oân ê gú-gí kap gú-siáng ê kāi-kok, lāi-tiong ê zhèng-fu kap tāi-gí ê siāng-iông góa ê kāi-kok iōng-tōng bōe-chiáu. Chit-ê kì-ūi, Tâi-oân ê gú-gí gú-siáng ê siāng-iông kāi-kok ū Lian Un-kheng, Lian Ngá-tông, N̂g Se̍k-hui, kap Keh Chhiu-seng.	124	124	wiki	224	304	stop
125	gpt3.5_en_nan01_poj	20231005	1970 nián-tāi-oân bûn-ha̍k-thâu ê tōng-siān	125	125	wiki	67	28	stop
126	gpt3.5_en_nan01_poj	20231005	Kuo-Min Tang kái-á ê kong-siān kong-khì ê tōa-siān lāi kóng, Tâi-oân ê bûn-hōe kóng-hōe kì-tiâu kā hōo-chiò ê, bô-á ê sióng-ka-bûn kap sióng-ha̍k kàu-tōng tōng-ê "Tâi-oân Bûn-hōe Thian-ūi". I ê guān-liân kāng-tīng kong-siáu Lim Gim Hian, Lim Chong Guan, Ng Keng Lian, Lim Yong Bin, Ang Ui Jin, Tan Liong Uei, Tan Beng Jiat, Topas Tam, Goh Siow Leng, Lee Kin Hoat, kap iah-sī.	126	126	wiki	163	199	stop
127	gpt3.5_en_nan01_poj	20231005	Hokkien is written using the Pe̍h-ōe-jī (POJ) script.	127	127	wiki	65	23	stop
128	gpt3.5_en_nan01_poj	20231005	Hō-ló-oē sī Tiong-kok-gí ê chiáu-bān. I ê siáu-sí sī hōo-tōng kiōng-hōe ê Bân-lâm-gú Lô-má-jī. I ê siáu-sí sī chhōa-chhùi Hō-ló-oē, chit-má sī "Hō-ló-oē Chhùi-chip". Tâi-oân lâi-kóng ê siáu-sí sī "Tâi-oân-gí Chhùi-chip".	128	128	wiki	121	136	stop
